title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access
Vibration Monitoring of Historical Towers: New Contributions from Data Science,Girardi M.,Lecture Notes in Civil Engineering,2024-01-01,SCOPUS_ID:85198738374,0,False
"Data alchemy, from lab to insight: Transforming in vivo experiments into data science gold",Kieran T.J.,PLoS Pathogens,2024-08-01,SCOPUS_ID:85202884677,0,True
"Transforming Clinical Information Systems: Empowering Healthcare through Telemedicine, Data Science, and Artificial Intelligence Applications",Hackl W.O.,Yearbook of Medical Informatics,2023-12-26,SCOPUS_ID:85180827890,4,True
DigiTeachVR: Digitally-Enhanced Teaching Platform for Improving Data Science Skills and Virtual Reality Competences in Cross-Disciplinary Engineering Education,Kohl L.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85200461025,0,False
New hybrid ensemble method for anomaly detection in data science,Elmahalwy A.M.,International Journal of Electrical and Computer Engineering,2023-06-01,SCOPUS_ID:85149122669,1,True
Statistics for data science and analytics,Bruce P.C.,Statistics for Data Science and Analytics,2024-08-07,SCOPUS_ID:85204755308,0,False
Biocatalysis in microfluidic systems: an experimental basis for data science,Woodley J.M.,Reaction Chemistry and Engineering,2024-07-09,SCOPUS_ID:85198085224,0,False
ANALYSIS OF IMPACT OF DATA SCIENCE AND ARTIFICIAL INTELLIGENCE EDUCATION ON MOTIVATION AND CAREER DEVELOPMENT,Takahashi H.,"ICIC Express Letters, Part B: Applications",2023-12-01,SCOPUS_ID:85178274125,0,False
German Medical Data Sciences 2024 Preface to the 8th Volume,Röhrig R.,Studies in Health Technology and Informatics,2024-08-30,SCOPUS_ID:85206565140,0,False
Influence of Microservice Design Patterns for Data Science Workflows,Schröer C.,Progress in IS,2024-01-01,SCOPUS_ID:85200437039,0,False
Using artificial intelligence to enhance e-government services delivery through data science and machine learning,Ogunleye O.S.,Machine Learning and Data Science Techniques for Effective Government Service Delivery,2024-03-27,SCOPUS_ID:85190919886,0,False
Editorial: Applied data science in psychology,Delgado-Gómez D.,Frontiers in Psychology,2024-01-01,SCOPUS_ID:85195064016,0,True
Bridging the gap: Leveraging Power BI to connect data science and soccer coaches,Plakias S.,Journal of Physical Education and Sport,2023-10-01,SCOPUS_ID:85177460122,4,True
Integrating Data Science into the Pipeline Building Toward a Diversified Workforce in Nuclear Energy and Security,Zhao X.,"ASEE Annual Conference and Exposition, Conference Proceedings",2024-06-23,SCOPUS_ID:85202044942,0,False
Editorial: Advances in Network Data Science,Chen Y.,Journal of Data Science,2023-07-01,SCOPUS_ID:85192052475,0,True
Neuroinformatics approach: Hierarchical cluster analysis of Indonesian provinces based on people's welfare indicators in the realm of data science and network studies,Arisanti R.,International Journal of Data and Network Science,2024-06-01,SCOPUS_ID:85192760303,0,True
QUESTIONS AS A DEVICE FOR DATA RESPONSIBILITY: Making Data Science Responsible by Formulating Questions in a Polycentric Way,Verhulst S.,Global Digital Data Governance: Polycentric Perspectives,2024-01-01,SCOPUS_ID:85184550201,0,True
"Rudi Kundini, Pamoja Kundini (RKPK): study protocol for a hybrid type 1 randomized effectiveness-implementation trial using data science and economic incentive strategies to strengthen the continuity of care among people living with HIV in Tanzania",Kadota J.L.,Trials,2024-12-01,SCOPUS_ID:85184690428,0,True
"Design, implementation and evaluation of a spiral module combining data science, digital health and evidence-based medicine in the undergraduate medical curriculum: A mixed methods study",Al-Shakarchi N.,"Clinical Medicine, Journal of the Royal College of Physicians of London",2024-05-01,SCOPUS_ID:85192214581,1,True
DS-Agent: Automated Data Science by Empowering Large Language Models with Case-Based Reasoning,Guo S.,Proceedings of Machine Learning Research,2024-01-01,SCOPUS_ID:85203822476,0,False
Fairness &amp; friends in the data science era,Catania B.,AI and Society,2023-04-01,SCOPUS_ID:85131583459,4,True
Visual analytics for creativity and marketing: a data science perspective,An J.,Business Education in the 21st Century: Developing Discipline Competences and Transformation Capabilities,2024-01-01,SCOPUS_ID:85208296995,0,False
A data science approach to optimize ADHD assessment with the BRIEF-2 questionnaire,Caselles-Pina L.,Translational Neuroscience,2024-01-01,SCOPUS_ID:85206533826,0,True
Bop or Flop?: Integrating Music and Data Science in an Elementary Classroom,Arastoopour Irgens G.,Journal of Experimental Education,2024-01-01,SCOPUS_ID:85153481618,1,False
A Data Science Platform to Enable Time-domain Astronomy,Coughlin M.W.,"Astrophysical Journal, Supplement Series",2023-08-01,SCOPUS_ID:85169024658,23,True
Implications of ChatGPT for Data Science Education,Shen Y.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189289268,1,True
There is no Data Science without Data Governance: a Proposal Based on Knowledge Graphs,Bilalli B.,CEUR Workshop Proceedings,2024-01-01,SCOPUS_ID:85188637766,0,False
Data science for measuring regional competitiveness,Alaimo L.S.,Social Indicators Research,2024-05-01,SCOPUS_ID:85193745574,0,True
Understanding “Just-in-Time” States in Behavioral Interventions using System Identification and Data Science Methods,El Mistiri M.,IFAC-PapersOnLine,2024-07-01,SCOPUS_ID:85205818071,0,True
From Concepts to Code: Introduction to Data Science,Tashman A.P.,From Concepts to Code: Introduction to Data Science,2024-01-01,SCOPUS_ID:85194026016,0,False
Connecting the Dots: A Programmatic Approach to Data Science within Engineering,Moore K.,"ASEE Annual Conference and Exposition, Conference Proceedings",2023-06-25,SCOPUS_ID:85172088285,0,False
Application of data science in the prediction of solar energy for the Amazon basin: a study case,Marques A.L.F.,Clean Energy,2023-12-01,SCOPUS_ID:85178635271,0,True
Shrinking lands and growing perspectives: Affordances of data science literacy during a culturally responsive maker project,Hansen T.,Improving Equity in Data Science: Re-Imagining the Teaching and Learning of Data in K-16 Classrooms,2024-06-03,SCOPUS_ID:85193474409,0,False
Data Science Guided Multiobjective Optimization of a Stereoconvergent Nickel-Catalyzed Reduction of Enol Tosylates to Access Trisubstituted Alkenes,Romer N.P.,ACS Catalysis,2024-04-05,SCOPUS_ID:85187641234,2,False
Editorial: Tensor numerical methods and their application in scientific computing and data science,Khoromskij B.N.,Numerical Linear Algebra with Applications,2023-05-01,SCOPUS_ID:85147388901,0,True
Promoting scholarship in the fields of computational ecology and ecological data science,Arhonditsis G.,Ecological Informatics,2024-11-01,SCOPUS_ID:85202960966,0,True
Secure and Efficient Web Services Recommendations using Data Science Techniques,Patel P.A.,"2024 5th International Conference for Emerging Technology, INCET 2024",2024-01-01,SCOPUS_ID:85200985374,0,False
Applying data science to gauge virtual assistants' impact on students' well-being during the pandemic,Morande S.,International Journal of Applied Decision Sciences,2024-01-01,SCOPUS_ID:85197588195,0,False
Potential for advances in data linkage and data science to support injury prevention research,Lyons R.A.,Injury Prevention,2024-01-01,SCOPUS_ID:85206977505,0,True
Green loops and clean skies: Optimizing municipal solid waste management using data science for a circular economy,Munir M.T.,Environmental Research,2024-02-15,SCOPUS_ID:85179118717,6,False
Towards Feature Engineering with Human and AI’s Knowledge: Understanding Data Science Practitioners’ Perceptions in Human&amp;AI-Assisted Feature Engineering Design,Zhu Q.,"Proceedings of the 2024 ACM Designing Interactive Systems Conference, DIS 2024",2024-07-01,SCOPUS_ID:85200358079,0,False
All A-board: Sharing Educational Data Science Research with School Districts,Gillani N.,L@S 2023 - Proceedings of the 10th ACM Conference on Learning @ Scale,2023-07-20,SCOPUS_ID:85161920953,0,False
Social media and decision making: a data science lifecycle for opinion mining of public reactions to the 2020 International Booker Prize in Twitter,Yeap Z.C.,International Journal of Information and Decision Sciences,2024-01-01,SCOPUS_ID:85209375606,0,False
"Fundamentals and Applications Related to Data Science, Machine Learning, and Statistical Processing",Nakagawa M.,"Zairyo/Journal of the Society of Materials Science, Japan",2024-07-01,SCOPUS_ID:85199363701,0,True
SOTU: A Motivational Example for Data Science Courses,Benzel S.,"Proceedings of the 2024 ACM Southeast Conference, ACMSE 2024",2024-04-18,SCOPUS_ID:85192559510,0,False
Data Science in Military Decision-Making: Foci and Gaps,Meerveld H.,Global Society,2024-01-01,SCOPUS_ID:85195123622,0,True
What is data science? A closer look at science's latest priority dispute,Auerbach J.,Significance,2024-05-01,SCOPUS_ID:85190090875,0,False
Theoretical and practical data science and analytics: challenges and solutions,Leung C.K.,International Journal of Data Science and Analytics,2023-10-01,SCOPUS_ID:85173758568,1,True
Studying the Opportunities Provided by an Applied High School Mathematics Course: Explorations in Data Science,Boaler J.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85192972197,0,True
"Precision Oncology Comes of Age: Designing Best-in-Class Small Molecules by Integrating Two Decades of Advances in Chemistry, Target Biology, and Data Science",Stuart D.D.,Cancer Discovery,2023-10-01,SCOPUS_ID:85173566298,3,True
DSiV: Data Science for Intelligent Vehicles,Zhang J.,IEEE Transactions on Intelligent Vehicles,2023-04-01,SCOPUS_ID:85153368720,9,False
"International Conference on Artificial Intelligence, Computer, Data Sciences, and Applications, ACDSA 2024",,"International Conference on Artificial Intelligence, Computer, Data Sciences, and Applications, ACDSA 2024",2024-01-01,SCOPUS_ID:85189976526,0,False
Time Series Analysis in Data Science: Forecasting Trends and Anomalies,Valli L.N.,"Proceedings of the 5th International Conference on Smart Electronics and Communication, ICOSEC 2024",2024-01-01,SCOPUS_ID:85209902981,0,False
Identifying Characteristics of Reflection Triggers in Data Science Ethics Education,Linke D.,ACM International Conference Proceeding Series,2024-09-01,SCOPUS_ID:85203668709,0,False
Character Comes from Practice: Longitudinal Practice-Based Ethics Training in Data Science,Bezuidenhout L.,"International Library of Ethics, Law and Technology",2024-01-01,SCOPUS_ID:85188089861,0,False
Research analysis of data exploration and visualization dashboard using data science,Banu D.F.,Multidisciplinary Applications of AI Robotics and Autonomous Systems,2024-06-24,SCOPUS_ID:85198692988,0,False
"Proceedings - 2024 11th IEEE Swiss Conference on Data Science, SDS 2024",,"Proceedings - Swiss Conference on Data Science, SDS",2024-01-01,SCOPUS_ID:85208973006,0,False
"Blockly-DS: Blocks Programming for Data Science with Visual, Statistical, Descriptive and Predictive Analysis",Barboza L.,ACM International Conference Proceeding Series,2023-03-13,SCOPUS_ID:85149340340,2,False
"The impact of urban configuration types on urban heat islands, air pollution, CO<inf>2</inf> emissions, and mortality in Europe: a data science approach",Iungman T.,The Lancet Planetary Health,2024-07-01,SCOPUS_ID:85197295099,6,True
Can data science achieve the ideal of evidence-based decision-making in environmental regulation?,Kim E.S.,Technology in Society,2024-09-01,SCOPUS_ID:85194774677,2,False
Prioritize environmental sustainability in use of AI and data science methods,Jay C.,Nature Geoscience,2024-02-01,SCOPUS_ID:85183111165,4,False
Fake News Detection Using Data Science Approaches,Abdulzahra L.S.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85189528678,0,False
"National Human Genome Research Institute Genomic Data Science Analysis, Visualization, and Informatics Lab-Space: Reaching out to Clinicians",Hall J.L.,Circulation: Genomic and Precision Medicine,2023-06-01,SCOPUS_ID:85163498881,0,False
"Hacking Limnology Workshops and DSOS23: Growing a Workforce for the Nexus of Data Science, Open Science, and the Aquatic Sciences",Meyer M.F.,Limnology and Oceanography Bulletin,2024-02-01,SCOPUS_ID:85174491321,1,True
Data Skills for Everyone! (?)–An Approach to Assessing the Integration of Data Literacy and Data Science Competencies in Higher Education,Coners A.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85192791398,1,True
"Data Science in Cybersecurity to Detect Malware-Based Domain Generation Algorithm: Improvement, Challenges, and Prospects",Hassaoui M.,Journal of Computational and Cognitive Engineering,2024-08-19,SCOPUS_ID:85202547860,0,False
"Mathematical Data Science with Applications in Business, Industry, and Medicine",Johannssen A.,Mathematics,2024-09-01,SCOPUS_ID:85203650494,0,True
"AI and data science for smart emergency, crisis and disaster resilience",Cao L.,International Journal of Data Science and Analytics,2023-04-01,SCOPUS_ID:85151087662,23,True
Crafting Disability Fairness Learning in Data Science: A Student-Centric Pedagogical Approach,Newman P.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189337374,0,False
Sustainable Social Development through the Use of Artificial Intelligence and Data Science in Education during the COVID Emergency: A Systematic Review Using PRISMA,Aguilar-Esteva V.,Sustainability (Switzerland),2023-04-01,SCOPUS_ID:85156127798,4,True
A Review on Statistical Analysis for Data Science,Perumalla V.K.,AIP Conference Proceedings,2023-12-05,SCOPUS_ID:85181554757,0,False
ChatGPT for Teaching and Learning: An Experience from Data Science Education,Zheng Y.,SIGITE 2023 - Proceedings of the 24th Annual Conference on Information Technology Education,2023-10-11,SCOPUS_ID:85176215123,12,True
AN EFFICIENT CYBER SECURITY AND DATA SCIENCE FOR ANALYZING BIG MEDICAL DATA,Al-Omar M.,Journal of Theoretical and Applied Information Technology,2023-12-31,SCOPUS_ID:85182900598,0,False
Analytics-supported reflective assessment for 6th graders' knowledge building and data science practices: An exploratory study,Yang Y.,British Journal of Educational Technology,2023-07-01,SCOPUS_ID:85150631609,1,False
The Imperative of Workflow Automation in Unlocking Data Science Business Value in Nigeria's Oil and Gas Industry Midstream and Downstream,Aderibigbe A.O.,"Society of Petroleum Engineers - SPE Nigeria Annual International Conference and Exhibition, NAIC 2024",2024-01-01,SCOPUS_ID:85203105033,0,False
Unveiling Entrepreneurial Development in Data Science Using CCIP-PF Model and Statistical Analysis,Zhong J.,Journal of Applied Data Sciences,2024-01-01,SCOPUS_ID:85185968377,0,True
"Towards a Systematic Review of Data Science Programs: Themes, Courses, and Ethics",Nellore N.,SIGCSE 2023 - Proceedings of the 54th ACM Technical Symposium on Computer Science Education,2023-03-06,SCOPUS_ID:85149778698,0,True
Primary students’ learning about citizenship through data science,Makar K.,ZDM - Mathematics Education,2023-10-01,SCOPUS_ID:85145422280,4,True
The current landscape of academic statistical and data science collaboration units with examples,Sharp J.,Stat,2024-09-01,SCOPUS_ID:85199519647,0,True
A glance review on data science and its teaching: Challenges and solutions,Gundu S.R.,Advanced Mathematical Applications in Data Science,2023-08-24,SCOPUS_ID:85204630305,0,False
Health Data Sciences and Cardiovascular Diseases in South Asia: Innovations and Challenges in Digital Health,Gupta K.,Current Atherosclerosis Reports,2024-11-01,SCOPUS_ID:85203276810,0,False
Towards Performance Analysis for Online Data Science Learning Platform,Banyan Z.,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85187799849,0,False
"YUNFEI DU, HAMMAD RAUF KHAN. DATA SCIENCE FOR LIBRARIANS LIBRARIES UNLIMITED, 2020",Hoić M.,Vjesnik Bibliotekara Hrvatske,2023-11-02,SCOPUS_ID:85176469996,0,False
Learning and Evidence Analytics Framework Bridges Research and Practice for Educational Data Science,Ogata H.,Communications of the ACM,2023-06-22,SCOPUS_ID:85165210042,2,True
The inaugural Journal of Finance and Data Science Conference was held successfully in Beijing,,Journal of Finance and Data Science,2023-11-01,SCOPUS_ID:85187245475,0,True
Optimizing pharmacogenomic decision-making by data science,Behdani A.M.,PLOS Digital Health,2024-02-01,SCOPUS_ID:85201444891,0,True
KDD 2023 International Workshop on Data Science for Social Good (DSSG-23),Yadav A.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2023-08-06,SCOPUS_ID:85171357219,1,False
Hybrid Data Science Approaches to Predict the Academic Performance of Students,Malik S.,Lecture Notes in Electrical Engineering,2024-01-01,SCOPUS_ID:85182519278,0,False
An Introduction to the Applications of Operations Research and Data Science in Disrupting Illicit Markets,Fathi M.,Annals of Operations Research,2024-04-01,SCOPUS_ID:85186861612,0,False
"A systems approach to managing the risk of healthcare acquired infection in an acute hospital setting supported by human factors ergonomics, data science, data governance and AI",Ward M.E.,Ergonomics,2024-01-01,SCOPUS_ID:85203281617,0,True
TIME SERIES FORECASTING OF PRICE OF THE AGRICULTURAL PRODUCTS USING DATA SCIENCE,Kmytiuk T.,Agricultural and Resource Economics,2024-09-20,SCOPUS_ID:85208647127,0,True
"Fundamentals and Applications Related to Data Science, Machine Learning, and Statistical Processing",Miyoshi T.,"Zairyo/Journal of the Society of Materials Science, Japan",2024-10-01,SCOPUS_ID:85208561803,0,False
An analysis of Open Data Scoring System towards Data Science for Sustainability in Industry 4.0,Castro H.,Procedia Computer Science,2024-01-01,SCOPUS_ID:85201286375,0,True
A Multi-Criteria Decision-Making Approach to Compare the Maternal Healthcare Status of Indian States: An Application of Data Science,Goala S.,Statistics and Applications,2024-05-01,SCOPUS_ID:85202522860,0,False
Advancing healthcare through data science techniques for comprehensive analysis and visualization of healthcare data,Janani Ratthna S.G.,Cybersecurity and Data Management Innovations for Revolutionizing Healthcare,2024-07-23,SCOPUS_ID:85203030731,0,False
Workshop on Applied Data Science for Healthcare: Applications and New Frontiers of Generative Models for Healthcare,Xu T.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2023-08-06,SCOPUS_ID:85171369056,0,False
Innovative way to support data processing using the geospatial data science,Habibie M.I.,AIP Conference Proceedings,2024-04-09,SCOPUS_ID:85190833250,0,True
"A data science approach to study the water storage capacity in rocky planet mantles: Earth, Mars and exoplanets",Dong J.J.,Bulletin of Mineralogy Petrology and Geochemistry,2023-03-01,SCOPUS_ID:85195610378,0,False
To Retrench or Invest? Evaluating the Turnaround and Recovery Strategies of Indonesia MNEs through Data Science Approaches,Abdillah W.,Journal of Applied Data Sciences,2024-09-01,SCOPUS_ID:85200005285,0,False
FACILITATING TEAM-BASED DATA SCIENCE: LESSONS LEARNED from the DSC-WAV PROJECT,Legacy C.,Foundations of Data Science,2023-06-01,SCOPUS_ID:85147960130,1,True
Data science approaches for sustainable development,Strazzullo S.,Expert Systems,2024-07-01,SCOPUS_ID:85191166464,0,True
Exploring the roles of AI-Assisted ChatGPT in the field of data science,Valli L.N.,E3S Web of Conferences,2024-02-21,SCOPUS_ID:85188324630,0,True
Advanced interdisciplinary applications of machine learning python libraries for data science,Biju S.M.,Advanced Interdisciplinary Applications of Machine Learning Python Libraries for Data Science,2023-09-13,SCOPUS_ID:85174346792,0,False
The Dresden Surgical Anatomy Dataset for Abdominal Organ Segmentation in Surgical Data Science,Carstens M.,Scientific Data,2023-12-01,SCOPUS_ID:85146195038,20,True
Predictive Maintenance of Industrial Equipments combining IoT and Data Science Techniques using Feed Forward Neural Network,Meher S.S.,"2024 Control Instrumentation System Conference: Guiding Tomorrow: Emerging Trends in Control, Instrumentation, and Systems Engineering, CISCON 2024",2024-01-01,SCOPUS_ID:85207093918,0,False
"Materials data science using CRADLE: A distributed, data-centric approach",Ciardi T.G.,MRS Communications,2024-08-01,SCOPUS_ID:85200039006,0,True
"Navigating the roadmap of intelligent transport in indian smart cities: Sectorial analysis, challenges, and key elements of data science enabled solutions",Patel M.,"Smart Electric and Hybrid Vehicles: Design, Modeling, and Assessment by Industry 4.0 Approaches",2024-08-14,SCOPUS_ID:85200701571,0,False
Synergizing Hybrid Agile-Scrum and CRISP-DM Approaches in Data Science Project Management,Amirian E.,"Society of Petroleum Engineers - SPE Canadian Energy Technology Conference and Exhibition, CET 2024",2024-01-01,SCOPUS_ID:85188740609,0,False
Using data science to predict firemen interventions: a case study,Guyeux C.,Journal of Supercomputing,2023-05-01,SCOPUS_ID:85142476846,0,False
Welcoming More Participation in Open Data Science for the Oceans,Fredston A.L.,Annual Review of Marine Science,2024-01-17,SCOPUS_ID:85182610451,4,True
Utilizing Artificial Intelligence for Advance Data Science and Analysis,Sharma D.,"2024 2nd International Conference on Disruptive Technologies, ICDT 2024",2024-01-01,SCOPUS_ID:85191239193,0,False
A Geo-Data Science Method for Assessing Unconventional Rare-Earth Element Resources in Sedimentary Systems,Creason C.G.,Natural Resources Research,2023-06-01,SCOPUS_ID:85149033608,4,True
Non-commutative Khinchine-type inequality for dependent random variables and overview of its applications in data science,Spektor S.,Forum Mathematicum,2024-01-01,SCOPUS_ID:85149548602,0,False
Yoked learning in molecular data science,Li Z.,Artificial Intelligence in the Life Sciences,2024-06-01,SCOPUS_ID:85179785570,3,True
An Introduction to Spatial Data Science with GeoDa: Volume 2 - Clustering Spatial Data,Anselin L.,An Introduction to Spatial Data Science with GeoDa: Volume 2 - Clustering Spatial Data,2024-01-01,SCOPUS_ID:85195348962,1,False
"1st International Conference on Intelligent Systems and Data Science, ISDS 2023",,Communications in Computer and Information Science,2024-01-01,SCOPUS_ID:85176944333,0,False
"INCREASING CONSISTENCY, TRACEABILITY AND TRANSPARENCY IN DATA SCIENCE PROJECTS: ANALYSIS AND FRAMEWORK",Wolf D.J.,European Project Management Journal,2024-02-01,SCOPUS_ID:85191561253,0,True
Soft Actor-Critic in Lux AI Challenge Season 2: Optimizing Resource Collection and Lichen Growth Strategies with Advanced Data Science and Machine Learning,Yao J.T.,"Proceedings - 3rd International Conference on Advances in Computing, Communication and Applied Informatics, ACCAI 2024",2024-01-01,SCOPUS_ID:85200590126,0,False
Interest-Driven Data Science Curriculum for High School Students: Empirical Evidence from a Pilot Study,Israel-Fishelson R.,"Proceedings of ACM Interaction Design and Children Conference: Inclusive Happiness, IDC 2024",2024-06-17,SCOPUS_ID:85197945943,0,False
Towards Responsible Spatial Data Science and Geo-AI,Gupta J.,ACM International Conference Proceeding Series,2023-08-03,SCOPUS_ID:85175698917,0,False
Demystifying the Ethical Framework for Generative AI in Healthcare: A Data Science Perspective,Vani Lakshmi R.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024-01-01,SCOPUS_ID:85202290411,0,False
Unleashing the power of cloud computing for data science,Kanchepu N.,"Practical Applications of Data Processing, Algorithms, and Modeling",2024-04-29,SCOPUS_ID:85195008306,0,False
Artificial intelligence for mineral exploration: A review and perspectives on future directions from data science,Yang F.,Earth-Science Reviews,2024-11-01,SCOPUS_ID:85205364069,1,False
A Categorical Transformer with a Data Science Approach for Recommendation Systems Based on Collaborative Filtering,Hurtado R.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85201974382,0,False
Exploring higher education students’ satisfaction for quality improvement: A case study of the African Centre of Excellence in Data Science,Ruranga C.,International Journal of Education and Practice,2024-04-17,SCOPUS_ID:85201801691,0,True
Introduction to the Special Issue on Design and Data Science Research in Healthcare,Leroy G.,ACM Transactions on Management Information Systems,2023-03-13,SCOPUS_ID:85152735437,1,False
A Modern Twist on an Old Measurement: Using Laboratory Automation and Data Science to Determine the Solubility Product of Lead Iodide,Norquist A.J.,Journal of Chemical Education,2023-09-12,SCOPUS_ID:85169156217,1,False
A Data Science and Sports Analytics Approach to Decode Clutch Dynamics in the Last Minutes of NBA Games,Sarlis V.,Machine Learning and Knowledge Extraction,2024-09-01,SCOPUS_ID:85205226317,0,True
On Integrating the Data-Science and Machine-Learning Pipelines for Responsible AI,Esmaelizadeh A.,"1st Workshop on Governance, Understanding and Integration of Data for Effective and Responsible AI, GUIDE-AI 2024, Co-located with SIGMOD 2024",2024-06-09,SCOPUS_ID:85197304556,0,False
Data Science-Enabled Palladium-Catalyzed Enantioselective Aryl-Carbonylation of Sulfonimidamides,van Dijk L.,Journal of the American Chemical Society,2023-09-27,SCOPUS_ID:85171576174,16,False
How can artificial intelligence and data science algorithms predict life expectancy - An empirical investigation spanning 193 countries,Ronmi A.E.,International Journal of Information Management Data Insights,2023-04-01,SCOPUS_ID:85149706756,7,True
From critical technical practice to reflexive data science,Hirsbrunner S.D.,Convergence,2024-02-01,SCOPUS_ID:85142601340,3,True
"Data Science, Simulation, and Experimental Methods for Exploration and Design of Superconducting Materials",Horide T.,IEEJ Transactions on Fundamentals and Materials,2024-09-01,SCOPUS_ID:85203001080,0,False
The role of data science in environmental digital twins: In praise of the arrows,Blair G.S.,Environmetrics,2023-03-01,SCOPUS_ID:85147299298,4,True
Exploring the Integration of Data Science Competencies in Modern Automation Frameworks: Insights for Workforce Empowerment,Potanin M.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85200964842,0,False
Data Flourishing: Developing Human-Centered Data Science through Communities of Ethical Practice,Poole A.H.,Proceedings of the Association for Information Science and Technology,2023-10-01,SCOPUS_ID:85174578895,3,False
Complexity data science: A spin-off from digital twins,Emmert-Streib F.,PNAS Nexus,2024-11-01,SCOPUS_ID:85209405527,0,True
Housing Market Intelligence: Data Science for Rental Price Forecasting,Nirmala J.S.,"2024 3rd International Conference for Innovation in Technology, INOCON 2024",2024-01-01,SCOPUS_ID:85193619739,0,False
The utility of designing data science education programs from a framework of identity,Ahn J.,Improving Equity in Data Science: Re-Imagining the Teaching and Learning of Data in K-16 Classrooms,2024-06-03,SCOPUS_ID:85193542450,0,False
Data science and the information professions: Challenges and opportunities,Oliver G.,Data and Information Management,2023-04-01,SCOPUS_ID:85148722181,0,True
Current Status and Future Perspective of the Utilization of Data Science Methods in the Development of Fabrication Processes for Superconducting Materials,Shimada Y.,IEEJ Transactions on Fundamentals and Materials,2024-09-01,SCOPUS_ID:85203014889,0,False
Application of data science to see the impact of the Covid-19 pandemic on learning outcomes in higher education,Rahayu A.,AIP Conference Proceedings,2024-03-26,SCOPUS_ID:85190573815,0,True
A Case Study on Data Science Processes in an Academia-Industry Collaboration,Silva S.,ACM International Conference Proceeding Series,2023-11-07,SCOPUS_ID:85180155652,0,False
2023 Nursing Knowledge Big Data Science Conference Big Data and Nurse Executives Fostering the Value of Nurses,Pruinelli L.,CIN - Computers Informatics Nursing,2023-11-01,SCOPUS_ID:85176377368,0,False
Enhancing Data Science Performance through PSO and GA-based Feature Selection on High-Dimensional Datasets,Dao H.D.,Lecture Notes in Networks and Systems,2024-01-01,SCOPUS_ID:85202594056,0,False
Predictive analysis in healthcare using data science: leveraging big data for improved patient care,Mazumdar H.,Data Science in the Medical Field,2024-01-01,SCOPUS_ID:85208891552,0,False
Information organization and representation in digital cultural heritage in Brazil: Systematic mapping of information infrastructure in digital collections for data science applications,Martins D.L.,Journal of the Association for Information Science and Technology,2023-06-01,SCOPUS_ID:85127259106,5,False
Some pedagogical elements of computer programming for data science: A comparison of three approaches to teaching the R language,Shilane D.,Teaching Statistics,2024-01-01,SCOPUS_ID:85178180487,0,False
A Flexible School and College Level Qualification in Data Science,Farrell K.,ACM International Conference Proceeding Series,2023-09-27,SCOPUS_ID:85176007764,0,False
Designing contests for data science competitions: Number of stages and the prize structures,Liu J.,Production and Operations Management,2023-11-01,SCOPUS_ID:85173472394,3,True
"Data science in healthcare: techniques, challenges and opportunities",Devi P.,Health and Technology,2024-07-01,SCOPUS_ID:85190662260,3,False
Data Science Landscape in Preservice Teacher Education,Mak J.,SIGCSE 2023 - Proceedings of the 54th ACM Technical Symposium on Computer Science Education,2023-03-06,SCOPUS_ID:85149729412,0,True
Making up the predictable border: How bureaucracies legitimate data science techniques,Baykurt B.,New Media and Society,2024-12-01,SCOPUS_ID:85152933522,1,False
Fostering the Development of Earth Data Science Skills in a Diverse Community of Online Learners: A Case Study of the Earth Data Science Corps,Quarderer N.A.,Journal of Statistics and Data Science Education,2024-01-01,SCOPUS_ID:85198518626,0,True
A General Materials Data Science Framework for Quantitative 2D Analysis of Particle Growth from Image Sequences,Nalin Venkat S.,Integrating Materials and Manufacturing Innovation,2024-03-01,SCOPUS_ID:85185936910,1,True
Visualising data science workflows to support third-party notebook comprehension: an empirical study,Ramasamy D.,Empirical Software Engineering,2023-06-01,SCOPUS_ID:85150940146,2,True
"Causal, not casual, spatial data science",Griffith G.,A Research Agenda for Spatial Analysis,2024-05-03,SCOPUS_ID:85196936427,0,False
Applying data science in organizational change research,Elmore J.,Handbook of Research Methods in Organizational Change,2023-08-11,SCOPUS_ID:85171953863,0,False
The Data Mine model for accessible partnerships in data science,Betz M.A.,Wiley Interdisciplinary Reviews: Computational Statistics,2024-01-01,SCOPUS_ID:85185832988,0,True
In Silico Human Mobility Data Science: Leveraging Massive Simulated Mobility Data (Vision Paper),Züfle A.,ACM Transactions on Spatial Algorithms and Systems,2024-07-03,SCOPUS_ID:85198022257,1,True
