title,author,publicationName,cover_date,scopus_id,cited_by_count,open_access,eid,aggregationType,affiliations,link,abstract
Social determinants of health: the need for data science methods and capacity,Chunara R.,The Lancet Digital Health,2024-04-01,SCOPUS_ID:85188251280,2,True,2-s2.0-85188251280,Journal,"[{'name': 'NYU Tandon School of Engineering', 'city': 'New York', 'country': 'United States'}, {'name': 'New York University', 'city': 'New York', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188251280&origin=inward,Failed to fetch page (status 429)
Parameter relationship and product characteristics analysis of heavy-metal hazardous wastes vitrification under the combination of data science and experiment,Meng F.,Journal of Environmental Chemical Engineering,2024-04-01,SCOPUS_ID:85187179036,0,False,2-s2.0-85187179036,Journal,"[{'name': 'South China University of Technology', 'city': 'Guangzhou', 'country': 'China'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187179036&origin=inward,Failed to fetch page (status 429)
An Introduction to the Applications of Operations Research and Data Science in Disrupting Illicit Markets,Fathi M.,Annals of Operations Research,2024-04-01,SCOPUS_ID:85186861612,0,False,2-s2.0-85186861612,Journal,"[{'name': 'University of North Texas', 'city': 'Denton', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186861612&origin=inward,Failed to fetch page (status 429)
Improving machine-learned surface NO<inf>2</inf> concentration mapping models with domain knowledge from data science perspective,Hu M.,Atmospheric Environment,2024-04-01,SCOPUS_ID:85184604340,1,False,2-s2.0-85184604340,Journal,"[{'name': 'Key Laboratory of Geographic Information Science, Ministry of Education', 'city': 'Shanghai', 'country': 'China'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184604340&origin=inward,Failed to fetch page (status 429)
The gates to the profession are open: the alternative institutionalization of data science,Avnoon N.,Theory and Society,2024-04-01,SCOPUS_ID:85175962406,1,False,2-s2.0-85175962406,Journal,"[{'name': 'Ben-Gurion University of the Negev', 'city': 'Beer-Sheva', 'country': 'Israel'}, {'name': 'Tel Aviv University', 'city': 'Tel Aviv-Yafo', 'country': 'Israel'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85175962406&origin=inward,Failed to fetch page (status 429)
Landscape of High-Performance Python to Develop Data Science and Machine Learning Applications,Castro O.,ACM Computing Surveys,2024-03-31,SCOPUS_ID:85176748342,2,True,2-s2.0-85176748342,Journal,"[{'name': 'Luxembourg Institute of Science and Technology', 'city': 'Esch-sur-Alzette', 'country': 'Luxembourg'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85176748342&origin=inward,Failed to fetch page (status 429)
Data science &amp; law: Law meets computer science and statistics,Blochinger D.,Jusletter IT,2024-03-28,SCOPUS_ID:85195052449,0,False,2-s2.0-85195052449,Journal,"[{'name': 'Baden-Württemberg Ravensburg', 'city': 'Ravensburg', 'country': 'Germany'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195052449&origin=inward,Failed to fetch page (status 429)
The role of data science and volunteered geographic information in enhancing government service delivery: Opportunities and challenges,Ahmad M.,Machine Learning and Data Science Techniques for Effective Government Service Delivery,2024-03-27,SCOPUS_ID:85190935731,3,False,2-s2.0-85190935731,Book,"[{'name': 'Survey of Pakistan', 'city': 'Rawalpindi', 'country': 'Pakistan'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190935731&origin=inward,Failed to fetch page (status 429)
Machine learning and data science techniques for effective government service delivery,Ogunleye O.S.,Machine Learning and Data Science Techniques for Effective Government Service Delivery,2024-03-27,SCOPUS_ID:85190932426,2,False,2-s2.0-85190932426,Book,"[{'name': 'University of Mpumalanga', 'city': 'Mbombela', 'country': 'South Africa'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190932426&origin=inward,Failed to fetch page (status 429)
Using artificial intelligence to enhance e-government services delivery through data science and machine learning,Ogunleye O.S.,Machine Learning and Data Science Techniques for Effective Government Service Delivery,2024-03-27,SCOPUS_ID:85190919886,0,False,2-s2.0-85190919886,Book,"[{'name': 'University of Mpumalanga', 'city': 'Mbombela', 'country': 'South Africa'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190919886&origin=inward,Failed to fetch page (status 429)
"Enantioselective Sulfonimidamide Acylation via a Cinchona Alkaloid-Catalyzed Desymmetrization: Scope, Data Science, and Mechanistic Investigation",Haas B.C.,Journal of the American Chemical Society,2024-03-27,SCOPUS_ID:85187706397,5,False,2-s2.0-85187706397,Journal,"[{'name': 'University of Utah, College Of Science', 'city': 'Salt Lake City', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187706397&origin=inward,Failed to fetch page (status 429)
The importance of derivative validation in data science process,Rahayu A.,AIP Conference Proceedings,2024-03-26,SCOPUS_ID:85190582596,0,True,2-s2.0-85190582596,Conference Proceeding,"[{'name': 'Bina Nusantara University', 'city': 'Jakarta', 'country': 'Indonesia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190582596&origin=inward,Failed to fetch page (status 429)
Application of data science to see the impact of the Covid-19 pandemic on learning outcomes in higher education,Rahayu A.,AIP Conference Proceedings,2024-03-26,SCOPUS_ID:85190573815,0,True,2-s2.0-85190573815,Conference Proceeding,"[{'name': 'Bina Nusantara University', 'city': 'Jakarta', 'country': 'Indonesia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190573815&origin=inward,Failed to fetch page (status 429)
Using Data Science to Predict How Rituals Will Evolve,Hazzan O.,Communications of the ACM,2024-03-25,SCOPUS_ID:85189436949,0,True,2-s2.0-85189436949,Journal,"[{'name': ""Technion's Department of Education in Science and Technology"", 'city': None, 'country': 'Israel'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189436949&origin=inward,Failed to fetch page (status 429)
"An exploratory study on Indian traditional hospitality ""atithi Devo Bhawah"" in Uttarakhand's rural areas post-pandemic using data science",Bhatt S.,AIP Conference Proceedings,2024-03-22,SCOPUS_ID:85189320302,0,True,2-s2.0-85189320302,Conference Proceeding,"[{'name': 'University Phagwara', 'city': 'Phagwara', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189320302&origin=inward,Failed to fetch page (status 429)
"An exploratory study on Indian traditional hospitality ""atithi Devo Bhawah"" in Uttarakhand's rural areas post pandemic using data science",Bhatt S.,AIP Conference Proceedings,2024-03-22,SCOPUS_ID:85189313320,1,True,2-s2.0-85189313320,Conference Proceeding,"[{'name': 'University Phagwara', 'city': 'Phagwara', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189313320&origin=inward,Failed to fetch page (status 429)
Modelling the drivers of data science techniques for real estate professionals in the fourth industrial revolution era,Osunsanmi T.O.,Property Management,2024-03-22,SCOPUS_ID:85145741537,6,False,2-s2.0-85145741537,Journal,"[{'name': 'Edinburgh Napier University', 'city': 'Edinburgh', 'country': 'United Kingdom'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85145741537&origin=inward,Failed to fetch page (status 429)
Logica: Declarative Data Science for Mere Mortals,Skvortsov E.,Advances in Database Technology - EDBT,2024-03-18,SCOPUS_ID:85190978178,1,False,2-s2.0-85190978178,Conference Proceeding,"[{'name': 'Google LLC', 'city': 'Mountain View', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190978178&origin=inward,Failed to fetch page (status 429)
A Family of Instruments to Measure Data Science Attitudes,Kerby-Helm A.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189178762,0,False,2-s2.0-85189178762,Conference Proceeding,"[{'name': 'Winona State University', 'city': 'Winona', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189178762&origin=inward,Failed to fetch page (status 429)
Assessment-via-Teaching: Exploring an Alternative Assessment Strategy in Undergraduate Introductory Data Science Course,Chen L.K.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189161792,0,False,2-s2.0-85189161792,Conference Proceeding,"[{'name': 'University of Maryland, Baltimore County (UMBC)', 'city': 'Baltimore', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189161792&origin=inward,Failed to fetch page (status 429)
Effects of Prior Academic Experience in Introductory Level Data Science Course,Bhalli N.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189160320,0,False,2-s2.0-85189160320,Conference Proceeding,"[{'name': 'University of Maryland, Baltimore County (UMBC)', 'city': 'Baltimore', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189160320&origin=inward,Failed to fetch page (status 429)
Advancing Social Justice through Data Science,Bartucz J.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189137291,0,False,2-s2.0-85189137291,Conference Proceeding,"[{'name': 'University of Minnesota Twin Cities', 'city': 'Minneapolis', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189137291&origin=inward,Failed to fetch page (status 429)
Computing in Data Science or Data in Computer Science? Exploring the Relationship between Data Science and Computer Science in K-12 Education,Drozda Z.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189136990,0,False,2-s2.0-85189136990,Conference Proceeding,"[{'name': 'The University of Chicago', 'city': 'Chicago', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189136990&origin=inward,Failed to fetch page (status 429)
Data Science Mastery Learning Using Parsons Problems-Inspired Table Transformations,Choe J.S.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-14,SCOPUS_ID:85189133920,0,False,2-s2.0-85189133920,Conference Proceeding,"[{'name': 'University of California, Berkeley', 'city': 'Berkeley', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189133920&origin=inward,Failed to fetch page (status 429)
Iterative Design of a Socially-Relevant and Engaging Middle School Data Science Unit,McKinney D.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189363575,1,False,2-s2.0-85189363575,Conference Proceeding,"[{'name': 'WestEd', 'city': 'San Francisco', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189363575&origin=inward,Failed to fetch page (status 429)
Crafting Disability Fairness Learning in Data Science: A Student-Centric Pedagogical Approach,Newman P.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189337374,0,False,2-s2.0-85189337374,Conference Proceeding,"[{'name': 'Western Washington University', 'city': 'Bellingham', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189337374&origin=inward,Failed to fetch page (status 429)
Book Club Model for Engaging with Data Science and Ethics: Using Weapons of Math Destruction,Vandegrift T.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189317741,0,True,2-s2.0-85189317741,Conference Proceeding,"[{'name': 'University of Portland', 'city': 'Portland', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189317741&origin=inward,Failed to fetch page (status 429)
Implications of ChatGPT for Data Science Education,Shen Y.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189289268,1,True,2-s2.0-85189289268,Conference Proceeding,"[{'name': 'University of Wisconsin-Madison', 'city': 'Madison', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189289268&origin=inward,Failed to fetch page (status 429)
Adopting Foundational Data Science Curriculum with Diverse Institutional Contexts,Janeja V.P.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85189139403,1,True,2-s2.0-85189139403,Conference Proceeding,"[{'name': 'University of Maryland, Baltimore County (UMBC)', 'city': 'Baltimore', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189139403&origin=inward,Failed to fetch page (status 429)
Investigating Student Mistakes in Introductory Data Science Programming,Singh A.,SIGCSE 2024 - Proceedings of the 55th ACM Technical Symposium on Computer Science Education,2024-03-07,SCOPUS_ID:85187553386,1,False,2-s2.0-85187553386,Conference Proceeding,"[{'name': 'University of Michigan, Ann Arbor', 'city': 'Ann Arbor', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187553386&origin=inward,Failed to fetch page (status 429)
Data science opportunities of large language models for neuroscience and biomedicine,Bzdok D.,Neuron,2024-03-06,SCOPUS_ID:85186249919,1,True,2-s2.0-85186249919,Journal,"[{'name': 'Montreal Institute for Learning Algorithms', 'city': 'Montreal', 'country': 'Canada'}, {'name': 'Institut-Hôpital Neurologique de Montréal', 'city': 'Montreal', 'country': 'Canada'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186249919&origin=inward,Failed to fetch page (status 429)
Toward a more ethical future of artificial intelligence and data science,Shafik W.,The Ethical Frontier of AI and Data Analysis,2024-03-04,SCOPUS_ID:85189603175,8,False,2-s2.0-85189603175,Book,"[{'name': 'Universiti Brunei Darussalam', 'city': 'Bandar Seri Begawan', 'country': 'Brunei Darussalam'}, {'name': 'Dig Connectivity Research Laboratory (DCRLab)', 'city': 'Kampala', 'country': 'Uganda'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189603175&origin=inward,Failed to fetch page (status 429)
Revolution ethics of data science and AI,Meher A.,The Ethical Frontier of AI and Data Analysis,2024-03-04,SCOPUS_ID:85189587629,0,False,2-s2.0-85189587629,Book,"[{'name': 'Sri Sri University', 'city': 'Cuttack', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189587629&origin=inward,Failed to fetch page (status 429)
The impact of data science and participated geographic metadata on improving government service deliveries: Prospects and obstacles,Veeraiah V.,The Ethical Frontier of AI and Data Analysis,2024-03-04,SCOPUS_ID:85189571907,0,False,2-s2.0-85189571907,Book,"[{'name': 'Sri Siddharth Institute of Technology', 'city': 'Tumkur-Karnataka', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189571907&origin=inward,Failed to fetch page (status 429)
The evolution of AI and data science,Anurag A.S.,The Ethical Frontier of AI and Data Analysis,2024-03-04,SCOPUS_ID:85189570657,0,False,2-s2.0-85189570657,Book,"[{'name': 'Central University of Kerala', 'city': 'Kasaragod', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189570657&origin=inward,Failed to fetch page (status 429)
Translational analysis of data science and causal learning in real-world clinical evaluation of traditional Chinese medicine,Yang W.,Science of Traditional Chinese Medicine,2024-03-01,SCOPUS_ID:85204157750,0,True,2-s2.0-85204157750,Journal,"[{'name': 'China Academy of Chinese Medical Sciences', 'city': 'Beijing', 'country': 'China'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204157750&origin=inward,Failed to fetch page (status 429)
Taking data science into the forest,Longdon J.,Interdisciplinary Science Reviews,2024-03-01,SCOPUS_ID:85202198550,0,False,2-s2.0-85202198550,Journal,"[{'name': 'Department of Computer Science and Technology', 'city': 'Cambridge', 'country': 'United Kingdom'}, {'name': 'University of Cambridge', 'city': 'Cambridge', 'country': 'United Kingdom'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202198550&origin=inward,Failed to fetch page (status 429)
New Approach to the Analysis of Manufacturing Processes with the Support of Data Science,Krajčovič M.,Processes,2024-03-01,SCOPUS_ID:85189146176,1,True,2-s2.0-85189146176,Journal,"[{'name': 'University of Žilina', 'city': 'Zilina', 'country': 'Slovakia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85189146176&origin=inward,Failed to fetch page (status 429)
Exploring the Relationship between Career Satisfaction and University Learning Using Data Science Models,Ramos-Pulido S.,Informatics,2024-03-01,SCOPUS_ID:85188917385,2,True,2-s2.0-85188917385,Journal,"[{'name': 'Tecnológico de Monterrey', 'city': 'Monterrey', 'country': 'Mexico'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188917385&origin=inward,Failed to fetch page (status 429)
Data Science Supporting Lean Production: Evidence from Manufacturing Companies,Pozzi R.,Systems,2024-03-01,SCOPUS_ID:85188903809,2,True,2-s2.0-85188903809,Journal,"[{'name': 'Università Carlo Cattaneo', 'city': 'Castellanza', 'country': 'Italy'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188903809&origin=inward,Failed to fetch page (status 429)
Uncovering the Limitations and Insights of Packet Status Prediction Models in IEEE 802.15.4-Based Wireless Networks and Insights from Data Science,Ávalos-Arce M.,Informatics,2024-03-01,SCOPUS_ID:85188898100,0,True,2-s2.0-85188898100,Journal,"[{'name': 'Universidad Panamericana', 'city': 'Mexico City', 'country': 'Mexico'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188898100&origin=inward,Failed to fetch page (status 429)
Data Science in Finance: Challenges and Opportunities,Zheng X.,AI (Switzerland),2024-03-01,SCOPUS_ID:85188682099,2,True,2-s2.0-85188682099,Journal,"[{'name': 'Old Dominion University', 'city': 'Norfolk', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188682099&origin=inward,Failed to fetch page (status 429)
Translational bioinformatics and data science for biomarker discovery in mental health: an analytical review,Bhuvaneshwar K.,Briefings in Bioinformatics,2024-03-01,SCOPUS_ID:85188190244,0,True,2-s2.0-85188190244,Journal,"[{'name': 'Georgetown University', 'city': 'Washington, D.C.', 'country': 'United States'}, {'name': 'Georgetown University Innovation Center for Biomedical Informatics (Georgetown-ICBI)', 'city': 'Georgetown', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188190244&origin=inward,Failed to fetch page (status 429)
"Closed-Loop Control, Artificial Intelligence-Based Decision-Support Systems, and Data Science",Nimri R.,Diabetes Technology and Therapeutics,2024-03-01,SCOPUS_ID:85186845615,0,False,2-s2.0-85186845615,Journal,"[{'name': 'Schneider Childrens Medical Center Israel', 'city': 'Petah Tiqwa', 'country': 'Israel'}, {'name': 'Tel Aviv University', 'city': 'Tel Aviv-Yafo', 'country': 'Israel'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186845615&origin=inward,Failed to fetch page (status 429)
Special Issue Editorial on “The Innovative Use of Data Science to Transform How We Work and Live”,Boo Y.L.,Data Science and Engineering,2024-03-01,SCOPUS_ID:85186561570,0,True,2-s2.0-85186561570,Journal,"[{'name': 'RMIT University', 'city': 'Melbourne', 'country': 'Australia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186561570&origin=inward,Failed to fetch page (status 429)
Evidence for the druggability of aldosterone targets in heart failure: A bioinformatics and data science-driven decision-making approach,Salgado Rezende de Mendonça L.,Computers in Biology and Medicine,2024-03-01,SCOPUS_ID:85186263536,0,False,2-s2.0-85186263536,Journal,"[{'name': 'Universidade Anhembi Morumbi', 'city': 'Sao Paulo', 'country': 'Brazil'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186263536&origin=inward,Failed to fetch page (status 429)
A General Materials Data Science Framework for Quantitative 2D Analysis of Particle Growth from Image Sequences,Nalin Venkat S.,Integrating Materials and Manufacturing Innovation,2024-03-01,SCOPUS_ID:85185936910,1,True,2-s2.0-85185936910,Journal,"[{'name': 'Case School of Engineering', 'city': 'Cleveland', 'country': 'United States'}, {'name': 'Case Western Reserve University', 'city': 'Cleveland', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185936910&origin=inward,Failed to fetch page (status 429)
Welcome to a New Era of the Data Science and Engineering Journal (DSE),Cui B.,Data Science and Engineering,2024-03-01,SCOPUS_ID:85185916159,0,True,2-s2.0-85185916159,Journal,"[{'name': 'Peking University', 'city': 'Beijing', 'country': 'China'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185916159&origin=inward,Failed to fetch page (status 429)
Data science using the human epigenome for predicting multifactorial diseases and symptoms,Nishitani S.,Epigenomics,2024-03-01,SCOPUS_ID:85185708456,0,True,2-s2.0-85185708456,Journal,"[{'name': 'Osaka University', 'city': 'Suita', 'country': 'Japan'}, {'name': 'University of Fukui School of Medical Sciences', 'city': 'Eiheiji', 'country': 'Japan'}, {'name': 'University of Fukui', 'city': 'Fukui', 'country': 'Japan'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185708456&origin=inward,Failed to fetch page (status 429)
"Advancing Data Science Among the Federal Public Health Workforce: The Data Science Upskilling Program, Centers for Disease Control and Prevention",Bertulfo M.C.P.,Journal of Public Health Management and Practice,2024-03-01,SCOPUS_ID:85183510061,1,False,2-s2.0-85183510061,Journal,"[{'name': 'Local', 'city': None, 'country': None}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183510061&origin=inward,Failed to fetch page (status 429)
Investigating customer churn in banking: A machine learning approach and visualization app for data science and management,Singh P.P.,Data Science and Management,2024-03-01,SCOPUS_ID:85181666198,7,True,2-s2.0-85181666198,Journal,"[{'name': 'University at Buffalo, The State University of New York', 'city': 'Buffalo', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181666198&origin=inward,Failed to fetch page (status 429)
A framework for managing ethics in data science projects,Parthasarathy S.,Engineering Reports,2024-03-01,SCOPUS_ID:85164136725,0,True,2-s2.0-85164136725,Journal,"[{'name': 'Thiagarajar College of Engineering', 'city': 'Madurai', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164136725&origin=inward,Failed to fetch page (status 429)
Navigating epoxidation complexity: building a data science toolbox to design vanadium catalysts,Ferraz-Caetano J.,New Journal of Chemistry,2024-02-26,SCOPUS_ID:85187013642,0,True,2-s2.0-85187013642,Journal,"[{'name': 'Universidade do Porto', 'city': 'Porto', 'country': 'Portugal'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85187013642&origin=inward,Failed to fetch page (status 429)
Exploring the roles of AI-Assisted ChatGPT in the field of data science,Valli L.N.,E3S Web of Conferences,2024-02-21,SCOPUS_ID:85188324630,0,True,2-s2.0-85188324630,Conference Proceeding,"[{'name': 'Standard Chartered Global Business Services Sdn Bhd.', 'city': 'Kuala Lumpur', 'country': 'Malaysia'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85188324630&origin=inward,Failed to fetch page (status 429)
Data science in the employee recruitment process,Farinha J.,Complex AI Dynamics and Interactions in Management,2024-02-19,SCOPUS_ID:85190863202,0,False,2-s2.0-85190863202,Book,"[{'name': 'Instituto Superior de Gestão e Administração de Santarém', 'city': 'Santarem', 'country': 'Portugal'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85190863202&origin=inward,Failed to fetch page (status 429)
Green loops and clean skies: Optimizing municipal solid waste management using data science for a circular economy,Munir M.T.,Environmental Research,2024-02-15,SCOPUS_ID:85179118717,6,False,2-s2.0-85179118717,Journal,"[{'name': 'American University of the Middle East', 'city': 'Al Ahmadi', 'country': 'Kuwait'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179118717&origin=inward,Failed to fetch page (status 429)
Data science for agricultural innovation and productivity,Gowrishankar S.,Data Science for Agricultural Innovation and Productivity,2024-02-12,SCOPUS_ID:85202006185,0,False,2-s2.0-85202006185,Book,"[{'name': 'Dr. Ambedkar Institute of Technology', 'city': 'Bengaluru', 'country': 'India'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202006185&origin=inward,Failed to fetch page (status 429)
Optimizing pharmacogenomic decision-making by data science,Behdani A.M.,PLOS Digital Health,2024-02-01,SCOPUS_ID:85201444891,0,True,2-s2.0-85201444891,Journal,"[{'name': 'Virginia Commonwealth University', 'city': 'Richmond', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201444891&origin=inward,Failed to fetch page (status 429)
"INCREASING CONSISTENCY, TRACEABILITY AND TRANSPARENCY IN DATA SCIENCE PROJECTS: ANALYSIS AND FRAMEWORK",Wolf D.J.,European Project Management Journal,2024-02-01,SCOPUS_ID:85191561253,0,True,2-s2.0-85191561253,Journal,"[{'name': 'Fachhochschule Nordwestschweiz FHNW', 'city': 'Windisch', 'country': 'Switzerland'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85191561253&origin=inward,Failed to fetch page (status 429)
Virtual BUILD Research Collaboratory: A biomedical data science training using innovative pedagogy to address structures of racism and inequitable stress for undergraduates of color,Ceberio N.,PLoS ONE,2024-02-01,SCOPUS_ID:85186402692,0,True,2-s2.0-85186402692,Journal,"[{'name': 'San Francisco State University', 'city': 'San Francisco', 'country': 'United States'}, {'name': 'Northern Arizona University', 'city': 'Flagstaff', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186402692&origin=inward,Failed to fetch page (status 429)
Unravelling the skills of data scientists: A text mining analysis of Dutch university master programs in data science and artificial intelligence,Mol M.J.,PLoS ONE,2024-02-01,SCOPUS_ID:85186285704,0,True,2-s2.0-85186285704,Journal,"[{'name': 'Amsterdam UMC - University of Amsterdam', 'city': 'Amsterdam', 'country': 'Netherlands'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85186285704&origin=inward,Failed to fetch page (status 429)
"Dementia with Lewy Bodies: Genomics, Transcriptomics, and Its Future with Data Science",Goddard T.R.,Cells,2024-02-01,SCOPUS_ID:85184705433,1,True,2-s2.0-85184705433,Journal,"[{'name': 'University of Nottingham Medical School', 'city': 'Nottingham', 'country': 'United Kingdom'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85184705433&origin=inward,Failed to fetch page (status 429)
From the lab to a career in data science,Schubert T.,Nature Reviews Psychology,2024-02-01,SCOPUS_ID:85183673813,0,False,2-s2.0-85183673813,Journal,[],https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183673813&origin=inward,Failed to fetch page (status 429)
Prioritize environmental sustainability in use of AI and data science methods,Jay C.,Nature Geoscience,2024-02-01,SCOPUS_ID:85183111165,4,False,2-s2.0-85183111165,Journal,"[{'name': 'The Alan Turing Institute', 'city': 'London', 'country': 'United Kingdom'}, {'name': 'The University of Manchester', 'city': 'Manchester', 'country': 'United Kingdom'}, {'name': 'Software Sustainability Institute', 'city': 'Edinburgh', 'country': 'United Kingdom'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85183111165&origin=inward,Failed to fetch page (status 429)
Data science in economics and finance: Introduction,Cattaneo M.D.,Journal of Econometrics,2024-02-01,SCOPUS_ID:85181145796,0,False,2-s2.0-85181145796,Journal,"[{'name': 'School of Engineering and Applied Science', 'city': 'Princeton', 'country': 'United States'}]",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181145796&origin=inward,Failed to fetch page (status 429)
