,ID,Title,Abstract,Authors,Published Date,Updated Date,Comments,Primary Category,PDF Link,Language,author_keywords,publicationName,predicted_subject_area
70,http://arxiv.org/abs/1008.3795v1,"Machine Science in Biomedicine: Practicalities, Pitfalls and Potential","Machine Science, or Data-driven Research, is a new and interesting scientificmethodology that uses advanced computational techniques to identify, retrieve,classify and analyse data in order to generate hypotheses and develop models.In this paper we describe three recent biomedical Machine Science studies, anduse these to assess the current state of the art with specific emphasis on datamining, data assessment, costs, limitations, skills and tool support.","T W Kelsey, W H B Wallace",2010-08-23T11:30:15Z,2010-08-23T11:30:15Z,,cs.IR,http://arxiv.org/pdf/1008.3795v1,eng,,,Engineering
71,http://arxiv.org/abs/2103.15787v1,Meeting in the notebook: a notebook-based environment for  micro-submissions in data science collaborations,"Developers in data science and other domains frequently use computationalnotebooks to create exploratory analyses and prototype models. However, theyoften struggle to incorporate existing software engineering tooling into thesenotebook-based workflows, leading to fragile development processes. Weintroduce Assembl\'{e}, a new development environment for collaborative datascience projects, in which promising code fragments of data science pipelinescan be contributed as pull requests to an upstream repository entirely fromwithin JupyterLab, abstracting away low-level version control tool usage. Wedescribe the design and implementation of Assembl\'{e} and report on a userstudy of 23 data scientists.","Micah J. Smith, Jürgen Cito, Kalyan Veeramachaneni",2021-03-29T17:31:07Z,2021-03-29T17:31:07Z,,cs.HC,http://arxiv.org/pdf/2103.15787v1,eng,,,Computer Science
72,http://arxiv.org/abs/1905.03121v1,A First Course in Data Science,"Data science is a discipline that provides principles, methodology andguidelines for the analysis of data for tools, values, or insights. Driven by ahuge workforce demand, many academic institutions have started to offer degreesin data science, with many at the graduate, and a few at the undergraduatelevel. Curricula may differ at different institutions, because of varyinglevels of faculty expertise, and different disciplines (such as Math, computerscience, and business etc) in developing the curriculum. The University ofMassachusetts Dartmouth started offering degree programs in data science fromFall 2015, at both the undergraduate and the graduate level. Quite a fewarticles have been published that deal with graduate data science courses, muchless so dealing with undergraduate ones. Our discussion will focus onundergraduate course structure and function, and specifically, a first coursein data science. Our design of this course centers around a concept called thedata science life cycle. That is, we view tasks or steps in the practice ofdata science as forming a process, consisting of states that indicate how itcomes into life, how different tasks in data science depend on or interact withothers until the birth of a data product or the reach of a conclusion.Naturally, different pieces of the data science life cycle then form individualparts of the course. Details of each piece are filled up by concepts,techniques, or skills that are popular in industry. Consequently, the design ofour course is both ""principled"" and practical. A significant feature of ourcourse philosophy is that, in line with activity theory, the course is based onthe use of tools to transform real data in order to answer strongly motivatedquestions related to the data.","Donghui Yan, Gary E. Davis",2019-05-08T14:54:14Z,2019-05-08T14:54:14Z,"25 pages, 5 figures",stat.OT,http://arxiv.org/pdf/1905.03121v1,eng,,,Social Sciences
73,http://arxiv.org/abs/2409.10580v1,Veridical Data Science for Medical Foundation Models,"The advent of foundation models (FMs) such as large language models (LLMs)has led to a cultural shift in data science, both in medicine and beyond. Thisshift involves moving away from specialized predictive models trained forspecific, well-defined domain questions to generalist FMs pre-trained on vastamounts of unstructured data, which can then be adapted to various clinicaltasks and questions. As a result, the standard data science workflow inmedicine has been fundamentally altered; the foundation model lifecycle (FMLC)now includes distinct upstream and downstream processes, in which computationalresources, model and data access, and decision-making power are distributedamong multiple stakeholders. At their core, FMs are fundamentally statisticalmodels, and this new workflow challenges the principles of Veridical DataScience (VDS), hindering the rigorous statistical analysis expected intransparent and scientifically reproducible data science practices. Wecritically examine the medical FMLC in light of the core principles of VDS:predictability, computability, and stability (PCS), and explain how it deviatesfrom the standard data science workflow. Finally, we propose recommendationsfor a reimagined medical FMLC that expands and refines the PCS principles forVDS including considering the computational and accessibility constraintsinherent to FMs.","Ahmed Alaa, Bin Yu",2024-09-15T18:44:38Z,2024-09-15T18:44:38Z,,cs.LG,http://arxiv.org/pdf/2409.10580v1,eng,,,Social Sciences
74,http://arxiv.org/abs/2107.14652v1,Meeting the challenge of Open Science in KM3NeT,"In the upcoming decades, the KM3NeT detectors will produce valuable data thatcan be used in various scientific contexts from astro- and particle physics toenvironmental and Earth and Sea science. Based on the Open Science policyestablished by the KM3NeT Collaboration, several efforts to offer science-readydata, foster common analysis approaches and publish open source software arecurrently pursued. In this contribution, ongoing projects focusing on theexchange of high-level data and simulation derivatives, production of particleevent simulations and establishment of an integrated computing environmentsupporting an open-science focused workflow will be discussed.","Jutta Schnabel, Piotr Kalaczyński, Cristiano Bozza, Tamas Gal",2021-07-30T14:20:05Z,2021-07-30T14:20:05Z,,astro-ph.IM,http://arxiv.org/pdf/2107.14652v1,eng,,,Social Sciences
75,http://arxiv.org/abs/2310.10693v1,Network Analysis of the iNaturalist Citizen Science Community,"In recent years, citizen science has become a larger and larger part of thescientific community. Its ability to crowd source data and expertise fromthousands of citizen scientists makes it invaluable. Despite the field'sgrowing popularity, the interactions and structure of citizen science projectsare still poorly understood and under analyzed. We use the iNaturalist citizenscience platform as a case study to analyze the structure of citizen scienceprojects. We frame the data from iNaturalist as a bipartite network and usevisualizations as well as established network science techniques to gaininsights into the structure and interactions between users in citizen scienceprojects. Finally, we propose a novel unique benchmark for network scienceresearch by using the iNaturalist data to create a network which has an unusualstructure relative to other common benchmark networks. We demonstrate using alink prediction task that this network can be used to gain novel insights intoa variety of network science methods.","Yu Lu Liu, Thomas Jiralerspong",2023-10-16T00:41:13Z,2023-10-16T00:41:13Z,,cs.SI,http://arxiv.org/pdf/2310.10693v1,eng,,,Medicine
76,http://arxiv.org/abs/2204.04887v2,Research on Cross-media Science and Technology Information Data  Retrieval,"Since the era of big data, the Internet has been flooded with all kinds ofinformation. Browsing information through the Internet has become an integralpart of people's daily life. Unlike the news data and social data in theInternet, the cross-media technology information data has differentcharacteristics. This data has become an important basis for researchers andscholars to track the current hot spots and explore the future direction oftechnology development. As the volume of science and technology informationdata becomes richer, the traditional science and technology informationretrieval system, which only supports unimodal data retrieval and uses outdateddata keyword matching model, can no longer meet the daily retrieval needs ofscience and technology scholars. Therefore, in view of the above researchbackground, it is of profound practical significance to study the cross-mediascience and technology information data retrieval system based on deep semanticfeatures, which is in line with the development trend of domestic andinternational technologies.","Yang Jiang, Zhe Xue, Ang Li",2022-04-11T06:10:21Z,2022-10-25T01:20:28Z,We found some errors in the algorithm and need to withdraw this paper,cs.IR,http://arxiv.org/pdf/2204.04887v2,eng,,,Social Sciences
77,http://arxiv.org/abs/1710.06881v1,Children and the Data Cycle: Rights and Ethics in a Big Data World,"In an era of increasing dependence on data science and big data, the voicesof one set of major stakeholders - the world's children and those who advocateon their behalf - have been largely absent. A recent paper estimates one inthree global internet users is a child, yet there has been little rigorousdebate or understanding of how to adapt traditional, offline ethical standardsfor research, involving data collection from children, to a big data, onlineenvironment (Livingstone et al., 2015). This paper argues that due to thepotential for severe, long-lasting and differential impacts on children, childrights need to be firmly integrated onto the agendas of global debates aboutethics and data science. The authors outline their rationale for a greaterfocus on child rights and ethics in data science and suggest steps to moveforward, focussing on the various actors within the data chain including datagenerators, collectors, analysts and end users. It concludes by calling for amuch stronger appreciation of the links between child rights, ethics and datascience disciplines and for enhanced discourse between stakeholders in the datachain and those responsible for upholding the rights of children globally.","Gabrielle Berman, Kerry Albright",2017-10-18T18:08:13Z,2017-10-18T18:08:13Z,Presented at the Data For Good Exchange 2017,cs.CY,http://arxiv.org/pdf/1710.06881v1,eng,,,Social Sciences
78,http://arxiv.org/abs/1909.05682v1,Augmented Data Science: Towards Industrialization and Democratization of  Data Science,"Conversion of raw data into insights and knowledge requires substantialamounts of effort from data scientists. Despite breathtaking advances inMachine Learning (ML) and Artificial Intelligence (AI), data scientists stillspend the majority of their effort in understanding and then preparing the rawdata for ML/AI. The effort is often manual and ad hoc, and requires some levelof domain knowledge. The complexity of the effort increases dramatically whendata diversity, both in form and context, increases. In this paper, weintroduce our solution, Augmented Data Science (ADS), towards addressing this""human bottleneck"" in creating value from diverse datasets. ADS is adata-driven approach and relies on statistics and ML to extract insights fromany data set in a domain-agnostic way to facilitate the data science process.Key features of ADS are the replacement of rudimentary data exploration andprocessing steps with automation and the augmentation of data scientistjudgment with automatically-generated insights. We present building blocks ofour end-to-end solution and provide a case study to exemplify its capabilities.","Huseyin Uzunalioglu, Jin Cao, Chitra Phadke, Gerald Lehmann, Ahmet Akyamac, Ran He, Jeongran Lee, Maria Able",2019-09-12T14:00:03Z,2019-09-12T14:00:03Z,,cs.AI,http://arxiv.org/pdf/1909.05682v1,eng,,,Medicine
79,http://arxiv.org/abs/2210.00847v1,Review of Clustering Methods for Functional Data,"Functional data clustering is to identify heterogeneous morphologicalpatterns in the continuous functions underlying the discretemeasurements/observations. Application of functional data clustering hasappeared in many publications across various fields of sciences, including butnot limited to biology, (bio)chemistry, engineering, environmental science,medical science, psychology, social science, etc. The phenomenal growth of theapplication of functional data clustering indicates the urgent need for asystematic approach to develop efficient clustering methods and scalablealgorithmic implementations. On the other hand, there is abundant literature onthe cluster analysis of time series, trajectory data, spatio-temporal data,etc., which are all related to functional data. Therefore, an overarchingstructure of existing functional data clustering methods will enable thecross-pollination of ideas across various research fields. We here conduct acomprehensive review of original clustering methods for functional data. Wepropose a systematic taxonomy that explores the connections and differencesamong the existing functional data clustering methods and relates them to theconventional multivariate clustering methods. The structure of the taxonomy isbuilt on three main attributes of a functional data clustering method andtherefore is more reliable than existing categorizations. The review aims tobridge the gap between the functional data analysis community and theclustering community and to generate new principles for functional dataclustering.","Mimi Zhang, Andrew Parnell",2022-10-03T12:15:23Z,2022-10-03T12:15:23Z,,stat.ME,http://arxiv.org/pdf/2210.00847v1,eng,,,Biochemistry
80,http://arxiv.org/abs/2003.10534v1,A new paradigm for accelerating clinical data science at Stanford  Medicine,"Stanford Medicine is building a new data platform for our academic researchcommunity to do better clinical data science. Hospitals have a large amount ofpatient data and researchers have demonstrated the ability to reuse that dataand AI approaches to derive novel insights, support patient care, and improvecare quality. However, the traditional data warehouse and Honest Brokerapproaches that are in current use, are not scalable. We are establishing a newsecure Big Data platform that aims to reduce time to access and analyze data.In this platform, data is anonymized to preserve patient data privacy and madeavailable preparatory to Institutional Review Board (IRB) submission.Furthermore, the data is standardized such that analysis done at Stanford canbe replicated elsewhere using the same analytical code and clinical concepts.Finally, the analytics data warehouse integrates with a secure data sciencecomputational facility to support large scale data analytics. The ecosystem isdesigned to bring the modern data science community to highly sensitiveclinical data in a secure and collaborative big data analytics environment witha goal to enable bigger, better and faster science.","Somalee Datta, Jose Posada, Garrick Olson, Wencheng Li, Ciaran O'Reilly, Deepa Balraj, Joseph Mesterhazy, Joseph Pallas, Priyamvada Desai, Nigam Shah",2020-03-17T16:21:42Z,2020-03-17T16:21:42Z,Total of 44 pages. Main has total of 18 pages including references,cs.CY,http://arxiv.org/pdf/2003.10534v1,eng,,,Medicine
81,http://arxiv.org/abs/2106.09399v2,Using current research information systems to investigate data  acquisition and data sharing practices of computer scientists,"Without sufficient information about research data practices occurring in aparticular research organisation, there is a risk of mismatching research dataservice efforts with the needs of its researchers. This study describes howdata acquiring and data sharing occurring within a particular researchorganisation can be investigated by using current research information systempublication data. A sample of 193 journal articles published by researchers inthe computer science department of the case study's university during 2019 wereextracted for scrutiny from the current research information system. For these193 articles, a classification of the main study types was developed toaccommodate the multidisciplinary nature of the case department's researchagenda. Furthermore, a coding framework was developed to capture the keyelements of data acquiring and data sharing. The articles representing lifesciences and computational research relatively frequently reused open data,whereas data acquisition of experimental research, human interaction studiesand human intervention studies often relied on collecting original data. Datasharing also differed between the computationally intensive study types of lifesciences and computational research and the study types relying on collectionof original data. Research data were not available for reuse in only a minorityof life science (n= 2; 7%) and computational research (n = 15; 14%) studies.The study types of experimental research, human interaction studies and humanintervention studies less frequently made their data available for reuse. Thisstudy demonstrates that analyses of publications listed in current researchinformation systems provide detailed descriptions how the affiliatedresearchers acquire and share research data.",Antti Mikael Rousi,2021-06-17T11:34:26Z,2022-05-11T10:49:57Z,e-pub ahead of print version,cs.DL,http://arxiv.org/pdf/2106.09399v2,eng,,,Social Sciences
82,http://arxiv.org/abs/1901.04824v1,Approaching Ethical Guidelines for Data Scientists,"The goal of this article is to inspire data scientists to participate in thedebate on the impact that their professional work has on society, and to becomeactive in public debates on the digital world as data science professionals.How do ethical principles (e.g., fairness, justice, beneficence, andnon-maleficence) relate to our professional lives? What lies in ourresponsibility as professionals by our expertise in the field? Morespecifically this article makes an appeal to statisticians to join that debate,and to be part of the community that establishes data science as a properprofession in the sense of Airaksinen, a philosopher working on professionalethics. As we will argue, data science has one of its roots in statistics andextends beyond it. To shape the future of statistics, and to takeresponsibility for the statistical contributions to data science, statisticiansshould actively engage in the discussions. First the term data science isdefined, and the technical changes that have led to a strong influence of datascience on society are outlined. Next the systematic approach from CNIL isintroduced. Prominent examples are given for ethical issues arising from thework of data scientists. Further we provide reasons why data scientists shouldengage in shaping morality around and to formulate codes of conduct and codesof practice for data science. Next we present established ethical guidelinesfor the related fields of statistics and computing machinery. Thereafternecessary steps in the community to develop professional ethics for datascience are described. Finally we give our starting statement for the debate:Data science is in the focal point of current societal development. Withoutbecoming a profession with professional ethics, data science will fail inbuilding trust in its interaction with and its much needed contributions tosociety!","Ursula Garzcarek, Detlef Steuer",2019-01-14T16:13:27Z,2019-01-14T16:13:27Z,"18 pages, submitted Nov 12th 2018",stat.OT,http://arxiv.org/pdf/1901.04824v1,eng,,,Social Sciences
83,http://arxiv.org/abs/2304.05325v1,Mining the Characteristics of Jupyter Notebooks in Data Science Projects,"Nowadays, numerous industries have exceptional demand for skills in datascience, such as data analysis, data mining, and machine learning. Thecomputational notebook (e.g., Jupyter Notebook) is a well-known data sciencetool adopted in practice. Kaggle and GitHub are two platforms where datascience communities are used for knowledge-sharing, skill-practicing, andcollaboration. While tutorials and guidelines for novice data science areavailable on both platforms, there is a low number of Jupyter Notebooks thatreceived high numbers of votes from the community. The high-voted notebook isconsidered well-documented, easy to understand, and applies the best datascience and software engineering practices. In this research, we aim tounderstand the characteristics of high-voted Jupyter Notebooks on Kaggle andthe popular Jupyter Notebooks for data science projects on GitHub. We plan tomine and analyse the Jupyter Notebooks on both platforms. We will performexploratory analytics, data visualization, and feature importances tounderstand the overall structure of these notebooks and to identify commonpatterns and best-practice features separating the low-voted and high-votednotebooks. Upon the completion of this research, the discovered insights can beapplied as training guidelines for aspiring data scientists and machinelearning practitioners looking to improve their performance from novice rankingJupyter Notebook on Kaggle to a deployable project on GitHub.","Morakot Choetkiertikul, Apirak Hoonlor, Chaiyong Ragkhitwetsagul, Siripen Pongpaichet, Thanwadee Sunetnanta, Tasha Settewong, Vacharavich Jiravatvanich, Urisayar Kaewpichai",2023-04-11T16:30:53Z,2023-04-11T16:30:53Z,,cs.SE,http://arxiv.org/pdf/2304.05325v1,eng,,,Social Sciences
84,http://arxiv.org/abs/2305.02420v2,Beyond case studies: Teaching data science critique and ethics through  sociotechnical surveillance studies,"Ethics have become an urgent concern for data science research, practice, andinstruction in the wake of growing critique of algorithms and systems showingthat they reinforce structural oppression. There has been increasing desire onthe part of data science educators to craft curricula that speak to thesecritiques, yet much ethics education remains individualized, focused onspecific cases, or too abstract and unapplicable. We synthesized some of themost popular critical data science works and designed a data science ethicscourse that spoke to the social phenomena at the root of critical data studies-- theories of oppression, social systems, power, history, and change --through analysis of a pressing sociotechnical system: surveillance systems.Through analysis of student reflections and final projects, we determined thatat the conclusion of the semester, all students had developed critical analysisskills that allowed them to investigate surveillance systems of their own andidentify their benefits, harms, main proponents, those who resist them, andtheir interplay with social systems, all while considering dimensions of race,class, gender, and more. We argue that this type of instruction -- directlyteaching data science ethics alongside social theory -- is a crucial next stepfor the field.","Nicholas Rabb, Desen Ozkan",2023-05-03T20:24:42Z,2024-12-05T17:44:02Z,,cs.CY,http://arxiv.org/pdf/2305.02420v2,eng,,,Social Sciences
85,http://arxiv.org/abs/2403.02568v2,Designing Born-Accessible Courses in Data Science and Visualization:  Challenges and Opportunities of a Remote Curriculum Taught by Blind  Instructors to Blind Students,"While recent years have seen a growing interest in accessible visualizationtools and techniques for blind people, little attention is paid to the learningopportunities and teaching strategies of data science and visualizationtailored for blind individuals. Whereas the former focuses on the accessibilityissues of data visualization tools, the latter is concerned with thelearnability of concepts and skills for data science and visualization. In thispaper, we present novel approaches to teaching data science and visualizationto blind students in an online setting. Taught by blind instructors, nine blindlearners having a wide range of professional backgrounds participated in atwo-week summer course. We describe the course design, teaching strategies, andlearning outcomes. We also discuss the challenges and opportunities of teachingdata science and visualization to blind students. Our work contributes to thegrowing body of knowledge on accessible data science and visualizationeducation, and provides insights into the design of online courses for blindstudents.","JooYoung Seo, Sile O'Modhrain, Yilin Xia, Sanchita Kamath, Bongshin Lee, James M. Coughlan",2024-03-05T00:49:13Z,2024-05-22T19:45:14Z,,cs.HC,http://arxiv.org/pdf/2403.02568v2,eng,,,Medicine
86,http://arxiv.org/abs/2011.06820v1,Practical Privacy-Preserving Data Science With Homomorphic Encryption:  An Overview,"Privacy has gained a growing interest nowadays due to the increasing andunmanageable amount of produced confidential data. Concerns about thepossibility of sharing data with third parties, to gain fruitful insights,beset enterprise environments; value not only resides in data but also in theintellectual property of algorithms and models that offer analysis results.This impasse locks both the availability of high-performance computingresources in the ""as-a-service"" paradigm and the exchange of knowledge with thescientific community in a collaborative view. Privacy-preserving data scienceenables the use of private data and algorithms without putting at risk theirprivacy. Conventional encryption schemes are not able to work on encrypted datawithout decrypting them first. Homomorphic Encryption (HE) is a form ofencryption that allows the computation of encrypted data while preserving thefeatures and the format of the plaintext. Against the background of interestinguse cases for the Central Bank of Italy, this article focuses on how HE anddata science can be leveraged for the design and development ofprivacy-preserving enterprise applications. We propose a survey of mainHomomorphic Encryption techniques and recent advances in the conubium betweendata science and HE.",Michela Iezzi,2020-11-13T09:20:27Z,2020-11-13T09:20:27Z,"accepted, International Workshop on Privacy and Security of Big Data,
  IEEE International Conference on Big Data 2020",cs.CR,http://arxiv.org/pdf/2011.06820v1,eng,,,Computer Science
87,http://arxiv.org/abs/1803.04219v1,Data Science Methodology for Cybersecurity Projects,"Cyber-security solutions are traditionally static and signature-based. Thetraditional solutions along with the use of analytic models, machine learningand big data could be improved by automatically trigger mitigation or providerelevant awareness to control or limit consequences of threats. This kind ofintelligent solutions is covered in the context of Data Science forCyber-security. Data Science provides a significant role in cyber-security byutilising the power of data (and big data), high-performance computing and datamining (and machine learning) to protect users against cyber-crimes. For thispurpose, a successful data science project requires an effective methodology tocover all issues and provide adequate resources. In this paper, we areintroducing popular data science methodologies and will compare them inaccordance with cyber-security challenges. A comparison discussion has alsodelivered to explain methodologies strengths and weaknesses in case ofcyber-security projects.","Farhad Foroughi, Peter Luksch",2018-03-12T12:34:12Z,2018-03-12T12:34:12Z,,cs.CY,http://arxiv.org/pdf/1803.04219v1,eng,,,Computer Science
88,http://arxiv.org/abs/2004.11113v1,Human-Machine Collaboration for Democratizing Data Science,"Everybody wants to analyse their data, but only few posses the data scienceexpertise to to this. Motivated by this observation we introduce a novelframework and system \textsc{VisualSynth} for human-machine collaboration indata science.  It wants to democratize data science by allowing users to interact withstandard spreadsheet software in order to perform and automate various dataanalysis tasks ranging from data wrangling, data selection, clustering,constraint learning, predictive modeling and auto-completion.\textsc{VisualSynth} relies on the user providing colored sketches, i.e.,coloring parts of the spreadsheet, to partially specify data science tasks,which are then determined and executed using artificial intelligencetechniques.","Clément Gautrais, Yann Dauxais, Stefano Teso, Samuel Kolb, Gust Verbruggen, Luc De Raedt",2020-04-23T12:50:52Z,2020-04-23T12:50:52Z,26 pages,cs.AI,http://arxiv.org/pdf/2004.11113v1,eng,,,Medicine
89,http://arxiv.org/abs/2204.10174v1,Evolution and use of data science vocabulary. How much have we changed  in 13 years?,"Here I present an investigation on the evolution and use of vocabulary indata science in the last 13 years. Based on a rigorous statistical analysis, adatabase with 12,787 documents containing the words ""data science"" in thetitle, abstract or keywords is analyzed. It is proposed to classify theevolution of this discipline in three periods: emergence, growth and boom.Characteristic words and pioneering documents are identified for each period.By proposing the distinctive vocabulary and relevant topics of data science andclassified in time periods, these results add value to the scientific communityof this discipline.",Igor Barahona,2022-03-28T23:31:54Z,2022-03-28T23:31:54Z,"14 Pages, in Spanish language. 5 Figures",cs.DL,http://arxiv.org/pdf/2204.10174v1,eng,,,Physics and Astronomy
90,http://arxiv.org/abs/1908.05986v1,FAIR and Open Computer Science Research Software,"In computational science and in computer science, research software is acentral asset for research. Computational science is the application ofcomputer science and software engineering principles to solving scientificproblems, whereas computer science is the study of computer hardware andsoftware design.  The Open Science agenda holds that science advances faster when we can buildon existing results. Therefore, research software has to be reusable foradvancing science. Thus, we need proper research software engineering forobtaining reusable and sustainable research software. This way, softwareengineering methods may improve research in other disciplines. However,research in software engineering and computer science itself will also benefitfrom reuse when research software is involved.  For good scientific practice, the resulting research software should be openand adhere to the FAIR principles (findable, accessible, interoperable andrepeatable) to allow repeatability, reproducibility, and reuse. Compared toresearch data, research software should be both archived for reproducibilityand actively maintained for reusability. The FAIR data principles do notrequire openness, but research software should be open source software.Established open source software licenses provide sufficient licensing options,such that it should be the rare exception to keep research software closed.  We review and analyze the current state in this area in order to giverecommendations for making computer science research software FAIR and open. Weobserve that research software publishing practices in computer science and incomputational science show significant differences.","Wilhelm Hasselbring, Leslie Carr, Simon Hettrick, Heather Packer, Thanassis Tiropanis",2019-08-16T14:26:08Z,2019-08-16T14:26:08Z,22 pages,cs.SE,http://arxiv.org/pdf/1908.05986v1,eng,,,Social Sciences
91,http://arxiv.org/abs/1808.01091v1,DataDeps.jl: Repeatable Data Setup for Replicable Data Science,"We present DataDeps.jl: a julia package for the reproducible handling ofstatic datasets to enhance the repeatability of scripts used in the data andcomputational sciences. It is used to automate the data setup part of runningsoftware which accompanies a paper to replicate a result. This step is commonlydone manually, which expends time and allows for confusion. This functionalityis also useful for other packages which require data to function (e.g. atrained machine learning based model). DataDeps.jl simplifies extendingresearch software by automatically managing the dependencies and makes iteasier to run another author's code, thus enhancing the reproducibility of datascience research.","Lyndon White, Roberto Togneri, Wei Liu, Mohammed Bennamoun",2018-08-03T05:51:46Z,2018-08-03T05:51:46Z,Source code: https://github.com/oxinabox/DataDeps.jl/,cs.SE,http://arxiv.org/pdf/1808.01091v1,eng,,,Computer Science
92,http://arxiv.org/abs/1409.0753v1,How many citations are there in the Data Citation Index?,"Descriptive analysis on the citation distribution of the Thomson Reuters'Data Citation Index by publication type and four broad areas: Science,Engineering & Technology, Humanities & Arts and Social Sciences.","Daniel Torres-Salinas, Evaristo Jiménez-Contreras, Nicolas Robinson-García",2014-09-02T15:24:34Z,2014-09-02T15:24:34Z,"Presented at the STI Conference held in Leiden, 3-5 september 2014",cs.DL,http://arxiv.org/pdf/1409.0753v1,eng,,,Medicine
93,http://arxiv.org/abs/1707.07029v1,"Data, Science and Society",Reflections on the Concept of Data and its Implications for Science andSociety,Claudio Gutierrez,2017-07-21T19:34:44Z,2017-07-21T19:34:44Z,"Notes for a talk at LEARN Final Conference, Economic Commission for
  Latin America and the Caribbean (ECLAC), Senate House, University of London,
  London, May 5th., 2017",cs.DL,http://arxiv.org/pdf/1707.07029v1,eng,,,Physics and Astronomy
94,http://arxiv.org/abs/1712.07349v1,Data Science: A Three Ring Circus or a Big Tent?,"This is part of a collection of discussion pieces on David Donoho's paper 50Years of Data Science, appearing in Volume 26, Issue 4 of the Journal ofComputational and Graphical Statistics (2017).","Jennifer Bryan, Hadley Wickham",2017-12-20T07:41:45Z,2017-12-20T07:41:45Z,,stat.OT,http://arxiv.org/pdf/1712.07349v1,eng,,,Computer Science
95,http://arxiv.org/abs/2201.00247v1,Now is the time to build a national data ecosystem for materials science  and chemistry research data,"A call for coordinated action from government, academia, and industry.","E. M. Campo, S. Shankar, A. S. Szalay, R. J. Hanisch",2022-01-01T22:40:23Z,2022-01-01T22:40:23Z,,cond-mat.mtrl-sci,http://arxiv.org/pdf/2201.00247v1,eng,,,Social Sciences
96,http://arxiv.org/abs/2311.14683v1,Data Science for Social Good,"Data science has been described as the fourth paradigm for scientificdiscovery. The latest wave of data science research, pertaining to machinelearning and artificial intelligence (AI), is growing exponentially andgarnering millions of annual citations. However, this growth has beenaccompanied by a diminishing emphasis on social good challenges - our analysisreveals that the proportion of data science research focusing on social good isless than it has ever been. At the same time, the proliferation of machinelearning and generative AI have sparked debates about the socio-technicalprospects and challenges associated with data science for human flourishing,organizations, and society. Against this backdrop, we present a framework for""data science for social good"" (DSSG) research that considers the interplaybetween relevant data science research genres, social good challenges, anddifferent levels of socio-technical abstraction. We perform an analysis of theliterature to empirically demonstrate the paucity of work on DSSG ininformation systems (and other related disciplines) and highlight currentimpediments. We then use our proposed framework to introduce the articlesappearing in the special issue. We hope that this article and the special issuewill spur future DSSG research and help reverse the alarming trend across datascience research over the past 30-plus years in which social good challengesare garnering proportionately less attention with each passing day.","Ahmed Abbasi, Roger H. L. Chiang, Jennifer J. Xu",2023-11-02T15:40:20Z,2023-11-02T15:40:20Z,,cs.CY,http://arxiv.org/pdf/2311.14683v1,eng,,,Social Sciences
97,http://arxiv.org/abs/1604.02608v1,A Case for Data Commons: Towards Data Science as a Service,"As the amount of scientific data continues to grow at ever faster rates, theresearch community is increasingly in need of flexible computationalinfrastructure that can support the entirety of the data science lifecycle,including long-term data storage, data exploration and discovery services, andcompute capabilities to support data analysis and re-analysis, as new data areadded and as scientific pipelines are refined. We describe our experiencedeveloping data commons-- interoperable infrastructure that co-locates data,storage, and compute with common analysis tools--and present several casesstudies. Across these case studies, several common requirements emerge,including the need for persistent digital identifier and metadata services,APIs, data portability, pay for compute capabilities, and data peeringagreements between data commons. Though many challenges, includingsustainability and developing appropriate standards remain, interoperable datacommons bring us one step closer to effective Data Science as Service for thescientific research community.","Robert L. Grossman, Allison Heath, Mark Murphy, Maria Patterson, Walt Wells",2016-04-09T20:46:01Z,2016-04-09T20:46:01Z,,cs.CY,http://arxiv.org/pdf/1604.02608v1,eng,,,Social Sciences
98,http://arxiv.org/abs/1503.05570v1,A Data Science Course for Undergraduates: Thinking with Data,"Data science is an emerging interdisciplinary field that combines elements ofmathematics, statistics, computer science, and knowledge in a particularapplication domain for the purpose of extracting meaningful information fromthe increasingly sophisticated array of data available in many settings. Thesedata tend to be non-traditional, in the sense that they are often live, large,complex, and/or messy. A first course in statistics at the undergraduate leveltypically introduces students with a variety of techniques to analyze small,neat, and clean data sets. However, whether they pursue more formal training instatistics or not, many of these students will end up working with data that isconsiderably more complex, and will need facility with statistical computingtechniques. More importantly, these students require a framework for thinkingstructurally about data. We describe an undergraduate course in a liberal artsenvironment that provides students with the tools necessary to apply datascience. The course emphasizes modern, practical, and useful skills that coverthe full data analysis spectrum, from asking an interesting question toacquiring, managing, manipulating, processing, querying, analyzing, andvisualizing data, as well communicating findings in written, graphical, andoral forms.",Ben Baumer,2015-03-18T20:05:24Z,2015-03-18T20:05:24Z,21 pages total including supplementary materials,stat.OT,http://arxiv.org/pdf/1503.05570v1,eng,,,Social Sciences
